variation_id,direction_rank,sensitivity,interpretation,spectral_effect,Rsh_component,Ra_component,Ca_component,Rb_component,Cb_component
variation_011,1,815793.2576863264,Primary: Ca (81.3%),Low-frequency magnitude,-1.448694830658217e-06,2.8631854054973908e-09,0.8127328692967171,3.0256231754534318e-09,0.5826364931607237
variation_011,2,1057.607552782939,Primary: Cb (81.3%),Mid-frequency phase,-0.002871226133262706,0.00021146748279333988,-0.5826340752708492,0.00015085490999301588,0.812729489386274
variation_011,3,3.0582986357608104,Primary: Rsh (99.8%),High-frequency behavior,0.9977262935106536,-0.05265908860819303,-0.0016780859134878433,-0.04196375441246175,0.00234328140115632
variation_012,1,1030868.5591130749,Primary: Cb (88.0%),Low-frequency magnitude,-1.122631143185224e-06,2.499971252340173e-10,0.47445857639704925,-1.990322020463586e-09,0.8802778307341523
variation_012,2,4655.886926651703,Primary: Ca (88.0%),Mid-frequency phase,0.0006297711761517216,-4.150229895039078e-05,-0.8802776509801993,-9.647737001374258e-05,0.4744584803149004
variation_012,3,3.0174934537959497,Primary: Rsh (99.3%),High-frequency behavior,-0.9929101797410222,0.061405669633518685,-0.0005618589557298074,0.1017757931646429,0.0003015687846816397
variation_013,1,916303.0603434211,Primary: Cb (88.0%),Low-frequency magnitude,-1.2688187862012296e-06,1.6233692494216309e-09,0.47444794968472803,-8.533654146407152e-11,0.8802835583142221
variation_013,2,2420.7494615776654,Primary: Ca (88.0%),Mid-frequency phase,-0.001194670662185764,7.801428555791767e-05,0.8802829172798335,0.00014652579389506283,-0.4744476059074148
variation_013,3,3.109143002953256,Primary: Rsh (99.5%),High-frequency behavior,0.9950699095526744,-0.054557917973002974,0.0010614922623503713,-0.08281217451467082,-0.0005706799562913862
variation_014,1,1119683.9661230587,Primary: Cb (90.1%),Low-frequency magnitude,-1.0528374435717355e-06,2.0459771309679397e-09,0.43329067884366507,8.925024292142633e-10,0.9012542302958072
variation_014,2,1290.1379223883814,Primary: Ca (90.1%),Mid-frequency phase,-0.002339054005835633,0.00012805946705527583,0.9012517343166437,0.00022125470054791158,-0.43328948159946173
variation_014,3,3.07018716359815,Primary: Rsh (99.7%),High-frequency behavior,0.9967509792496633,-0.043915655456683564,0.0021202179353487266,-0.06747865289522277,-0.0010181601049178294
variation_015,1,1276290.2037431914,Primary: Ca (94.0%),Low-frequency magnitude,-9.107971435959709e-07,-1.7071737304688485e-09,0.9404521839633353,9.748791419181005e-10,0.33992600618041013
variation_015,2,3236.7411837811023,Primary: Cb (94.0%),Mid-frequency phase,-0.0009082365535906684,0.0001330240627155856,-0.3399258632829443,5.238484457273974e-05,0.9404517861847758
variation_015,3,3.069414781455099,Primary: Rsh (99.4%),High-frequency behavior,0.9937506417145181,-0.09910740688911303,-0.00031134868690702597,-0.05134725376188108,0.000864051391612663
variation_016,1,893096.0082425011,Primary: Ca (79.9%),Low-frequency magnitude,-1.3090793721169035e-06,-9.736488509465913e-11,0.7993134983878953,1.2729233119231317e-09,0.6009142462058876
variation_016,2,606.6176536552522,Primary: Cb (79.9%),Mid-frequency phase,-0.004945165207555816,0.0005238300323545386,0.6009067397530031,0.0004868335239189095,-0.7993035243608675
variation_016,3,2.8936364082183714,Primary: Rsh (99.4%),High-frequency behavior,0.9935294752092377,-0.08470074460916656,0.0030022179707978177,-0.07549849125809101,-0.003991272744000078
variation_017,1,837822.4326527662,Primary: Ca (70.7%),Low-frequency magnitude,-1.403568691188701e-06,2.025395099427419e-09,0.707106781185851,2.0253947693253735e-09,0.7071067811858509
variation_017,2,4.246216697209086,Primary: Rsh (99.5%),Mid-frequency phase,-0.9948268290716831,0.07183167878863198,-9.875474886686685e-07,0.07183167880285189,-9.875414266358484e-07
variation_017,3,0.07527575436461784,Primary: Rb (70.3%),High-frequency behavior,0.10158533436087004,0.703448796920857,9.97707335927626e-08,0.7034487969663252,9.784082313909408e-08
variation_018,1,1134705.9848651774,Primary: Cb (94.0%),Low-frequency magnitude,-1.0322700570805223e-06,1.530575521057237e-09,0.33992333321344387,4.6120734158057247e-11,0.9404531501015859
variation_018,2,3088.1852021446703,Primary: Ca (94.0%),Mid-frequency phase,0.0009842508332893437,-4.034731027128135e-05,-0.9404526874296274,-0.00011323777016847816,0.3399231670627805
variation_018,3,3.023147069873929,Primary: Rsh (99.6%),High-frequency behavior,-0.9962204601281417,0.03857653083986813,-0.0009322443489859809,0.07781814831468277,0.00033586274367631023
variation_019,1,850927.0850693344,Primary: Ca (94.0%),Low-frequency magnitude,-1.3958596853471842e-06,2.925178547849954e-09,0.9404551447795937,2.6658200852700257e-09,0.33991781456058656
variation_019,2,1784.9269278964828,Primary: Cb (94.0%),Mid-frequency phase,-0.0017775414633741536,0.00011506022369903404,-0.33991727734680743,4.103676422653882e-05,0.940453651162357
variation_019,3,3.0252507131981026,Primary: Rsh (99.9%),High-frequency behavior,0.9987919687504072,-0.04401278665106715,-0.0006042028996558394,-0.021778534018638496,0.0016757582607271207
variation_020,1,850738.0297380278,Primary: Ca (94.0%),Low-frequency magnitude,-1.3893152352985966e-06,2.8383597626135105e-09,0.9404545378526791,2.785541090813199e-09,0.33991949374870123
variation_020,2,1960.929949194318,Primary: Cb (94.0%),Mid-frequency phase,-0.0015665964643747576,0.00011341121465439363,-0.3399190762167387,4.014595437250373e-05,0.9404533762636377
variation_020,3,3.129308591890195,Primary: Rsh (99.9%),High-frequency behavior,0.9985935276017701,-0.04736867580921239,-0.0005326138092910996,-0.023763585945428448,0.0014776635201972693
variation_021,1,916688.1511914821,Primary: Ca (88.0%),Low-frequency magnitude,-1.2813119711862005e-06,8.842792823953155e-10,0.8802912049764958,2.4909494647887327e-09,0.47443376190927594
variation_021,2,690.7350018547065,Primary: Cb (88.0%),Mid-frequency phase,-0.004357432537156754,0.0004268616473694964,-0.4744292004123218,0.0002835991325416926,0.8802827295468628
variation_021,3,2.989007848396182,Primary: Rsh (99.6%),High-frequency behavior,0.9959889102290089,-0.07295694761935022,-0.0020796372380377398,-0.051615302488352985,0.003861366713054102
variation_022,1,847671.4752549222,Primary: Cb (83.1%),Low-frequency magnitude,-1.3964039214601274e-06,3.051892153268825e-09,0.5569882009623675,3.5900187189542035e-09,0.8305204055209936
variation_022,2,1851.2567832743393,Primary: Ca (83.1%),Mid-frequency phase,-0.0016012357289991207,6.049031070506949e-05,0.8305193336791609,0.00010255998113661828,-0.5569874848249606
variation_022,3,3.291674262670109,Primary: Rsh (99.9%),High-frequency behavior,0.9987246313115613,-0.030060964204325906,0.0013339042137955252,-0.040532365668903836,-0.0008929028632192505
variation_023,1,1272330.862690333,Primary: Ca (83.1%),Low-frequency magnitude,-9.208056978650592e-07,1.4239869326075275e-10,0.8305201145436848,8.825138013247474e-10,0.556988634836921
variation_023,2,2221.083384248646,Primary: Cb (83.1%),Mid-frequency phase,-0.0013148922940226888,0.00015078721291223978,-0.5569881452089035,0.00010029097197428618,0.8305193822903464
variation_023,3,3.146283385693846,Primary: Rsh (99.5%),High-frequency behavior,0.9950923855011997,-0.07859853011057029,-0.0007379837413899203,-0.06009705698452982,0.0011020452734686772
variation_024,1,687500.3024876489,Primary: Cb (88.0%),Low-frequency magnitude,-1.7275236444746732e-06,3.838341823230796e-09,0.4744376223255438,4.078679191421548e-09,0.8802891243898793
variation_024,2,1262.8189974369457,Primary: Ca (88.0%),Mid-frequency phase,-0.0024872361660204065,8.11506292623522e-05,0.8802863864506194,0.00015158193518809482,-0.47443615157727753
variation_024,3,2.9957606505154155,Primary: Rsh (99.9%),High-frequency behavior,0.9986683335679183,-0.02814661107373512,0.0021951670300128716,-0.04316380387272948,-0.0011811395713885804
variation_025,1,1130823.2528109339,Primary: Ca (83.1%),Low-frequency magnitude,-1.0382951382417532e-06,1.1659322439756695e-09,0.830517633384988,1.4518826323743213e-09,0.5569923344495152
variation_025,2,2798.0969203663685,Primary: Cb (83.1%),Mid-frequency phase,-0.001045424392109419,0.00010538267675694579,-0.5569920267798819,6.304212345412555e-05,0.8305171726771587
variation_025,3,3.1956460775383357,Primary: Rsh (99.7%),High-frequency behavior,0.9966143938132156,-0.06605930264233519,-0.0005850586272204144,-0.048936816573737045,0.0008742246603856809
variation_026,1,1031246.8913900553,Primary: Cb (88.0%),Low-frequency magnitude,-1.1333555962534177e-06,1.22139091032513e-09,0.4744409830390895,-6.07589112154306e-10,0.8802873131038628
variation_026,2,1756.8922389063916,Primary: Ca (88.0%),Mid-frequency phase,-0.0017112681353274076,0.00012528835100430652,0.8802859967439841,0.00021100511359373834,-0.4744402757750344
variation_026,3,2.9364812141490155,Primary: Rsh (99.4%),High-frequency behavior,0.994004121188437,-0.06124297125626008,0.0015214887423022517,-0.09056555781438427,-0.0008187440895076868
variation_027,1,1031450.0539207931,Primary: Cb (88.0%),Low-frequency magnitude,-1.136020169428876e-06,1.0572298885798639e-09,0.4744468077980197,-2.7705596304870796e-10,0.880284173758099
variation_027,2,3092.4398271315117,Primary: Ca (88.0%),Mid-frequency phase,-0.0010015590044541976,6.008032507872871e-05,0.8802837235389102,0.00012222746388401454,-0.4744465664359205
variation_027,3,2.83789081926638,Primary: Rsh (99.5%),High-frequency behavior,0.9945571855647923,-0.05487066538913205,0.0008898257587241472,-0.08856745539289164,-0.0004783059070917988
variation_028,1,628433.482581131,Primary: Ca (70.7%),Low-frequency magnitude,-1.8989854738096486e-06,3.8730672996418524e-09,0.7071170607574521,5.458082882478762e-09,0.7070965014636518
variation_028,2,1311.5122794934705,Primary: Cb (70.7%),Mid-frequency phase,-0.002434355324115148,9.126824265720537e-05,0.7070943946590589,0.00012393937155386587,-0.7071149604307883
variation_028,3,2.925654030670555,Primary: Rsh (99.9%),High-frequency behavior,0.9988055169336606,-0.03236087297236536,0.0017259043170868352,-0.036528958820382054,-0.00172327163752476
variation_029,1,1112809.3625932403,Primary: Cb (70.7%),Low-frequency magnitude,-1.0481795473087907e-06,5.105108371023712e-10,0.7070904803186505,1.5098439392354268e-10,0.7071230816778943
variation_029,2,2450.405103687264,Primary: Ca (70.7%),Mid-frequency phase,-0.0011709440621047403,0.00013728996419817382,-0.7071225868189076,0.00011016882891273189,0.7070899837466478
variation_029,3,3.144511441531502,Primary: Rsh (99.4%),High-frequency behavior,0.9940983058994773,-0.07942461545558456,-0.000835845143680865,-0.0738842946247911,0.0008372802481955328
variation_030,1,1119006.7464199143,Primary: Ca (90.1%),Low-frequency magnitude,-1.0378415195537054e-06,-3.0826679976264686e-10,0.9012467459493223,1.1593033791440539e-09,0.4333062461062388
variation_030,2,4087.3983538746115,Primary: Cb (90.1%),Mid-frequency phase,-0.0006970793953679689,9.108101433991724e-05,-0.433306139370365,3.8118731466787073e-05,0.9012465222764954
variation_030,3,3.235178456683155,Primary: Rsh (99.6%),High-frequency behavior,0.9955425517141787,-0.0811081473235966,-0.0003037672488449128,-0.04812485512644786,0.0006341992371443581
variation_031,1,989693.4096487119,Primary: Ca (83.1%),Low-frequency magnitude,-1.2021121108700252e-06,2.3519987228307537e-09,0.8305258453873434,2.6236907507690897e-09,0.5569800895383901
variation_031,2,717.8177624014722,Primary: Cb (83.1%),Mid-frequency phase,-0.004301336087467014,0.0002706281365413,-0.5569749100055904,0.00019807829427262444,0.8305181127811293
variation_031,3,3.098825864941291,Primary: Rsh (99.8%),High-frequency behavior,0.9983256469215178,-0.045313426220254464,-0.0024015408432255746,-0.035692993088478155,0.00358314790081893
variation_032,1,1275578.2494782065,Primary: Ca (94.0%),Low-frequency magnitude,-8.990469567567753e-07,-3.821322613784302e-09,0.9404491737768368,2.2192104799063777e-10,0.33993433416125596
variation_032,2,5475.12133722555,Primary: Cb (94.0%),Mid-frequency phase,-0.000513564421324451,9.425788992531881e-05,-0.33993428810958903,2.941260837331817e-05,0.9404490450148595
variation_032,3,3.1967510925245097,Primary: Rsh (99.2%),High-frequency behavior,0.9920396826934268,-0.11317474023314122,-0.00017652845062396806,-0.05521298662562929,0.0004909992572027703
variation_033,1,802241.6468263771,Primary: Cb (88.0%),Low-frequency magnitude,-1.472920251426673e-06,2.447503481444913e-09,0.4744435856824322,2.706065514169041e-09,0.8802859103737987
variation_033,2,2523.0213615596376,Primary: Ca (88.0%),Mid-frequency phase,0.0012510553996615676,-4.546762063431862e-05,-0.8802852150670052,-0.00010265166242215703,0.4744432130299219
variation_033,3,2.9008023347139926,Primary: Rsh (99.8%),High-frequency behavior,-0.9977633010768896,0.03429299903112895,-0.0011060777096428243,0.05736556843403644,0.0005944677785932595
variation_034,1,916516.1486804535,Primary: Cb (88.0%),Low-frequency magnitude,-1.275635384323375e-06,2.1002322703331138e-09,0.47444018640847124,4.983343067589994e-10,0.8802877424564474
variation_034,2,1467.313327943769,Primary: Ca (88.0%),Mid-frequency phase,-0.0020133130611741834,0.00013133411596491306,0.880285928379744,0.00021932714728663692,-0.47443921161101654
variation_034,3,3.0467504671367958,Primary: Rsh (99.6%),High-frequency behavior,0.995586914462023,-0.052918611358526775,0.001786155786856067,-0.07747387959378454,-0.0009612242543146838
variation_035,1,942395.9868806561,Primary: Ca (70.7%),Low-frequency magnitude,-1.239693438151208e-06,4.766131812877207e-10,0.707106781186004,4.766131635482527e-10,0.707106781186004
variation_035,2,4.215617508183485,Primary: Rsh (99.2%),Mid-frequency phase,-0.9917968127917717,0.09038551358789183,-8.694656813939841e-07,0.0903855135960641,-8.694656813939841e-07
variation_035,3,0.09454161410085189,Primary: Rb (70.1%),High-frequency behavior,0.12782441916373555,0.7013062516603625,1.1157762465483909e-07,0.7013062521092487,1.1157762465483909e-07
variation_036,1,848040.9253160623,Primary: Ca (83.1%),Low-frequency magnitude,-1.4089961518424614e-06,3.432149248666877e-09,0.8305233178744016,2.875626233164225e-09,0.5569838583522064
variation_036,2,1434.6165408627453,Primary: Cb (83.1%),Mid-frequency phase,-0.002197738778602529,0.00011139843418011811,-0.556982511064672,6.756214117473328e-05,0.8305213033619908
variation_036,3,3.108341281744049,Primary: Rsh (99.9%),High-frequency behavior,0.999067615101724,-0.03469743351750538,-0.0012249134565757397,-0.025595759115962485,0.0018290064387032835
variation_037,1,1358253.1047690124,Primary: Ca (70.7%),Low-frequency magnitude,-8.55256254195712e-07,-4.231292740129116e-11,0.707116232015908,1.0584363522439071e-10,0.7070973302303529
variation_037,2,1654.907856523923,Primary: Cb (70.7%),Mid-frequency phase,-0.0016518802947456963,0.00017667682124312384,0.7070963394751582,0.00019891260138104846,-0.7071152432322487
variation_037,3,3.3602814655837796,Primary: Rsh (99.4%),High-frequency behavior,0.9941790954478383,-0.07489042685703359,0.0011820915091717422,-0.07743744718070332,-0.0011809206105684081
variation_038,1,635950.0744526827,Primary: Ca (70.7%),Low-frequency magnitude,-1.8715178260127886e-06,3.588331183532874e-09,0.7071143518264952,4.508752896008583e-09,0.707099210463067
variation_038,2,907.9435265005136,Primary: Cb (70.7%),Mid-frequency phase,-0.003588987462244818,0.0001810926251377511,0.7070946231867049,0.0002186652719916197,-0.7071097739533853
variation_038,3,2.6861277056784494,Primary: Rsh (99.8%),High-frequency behavior,0.997869702635904,-0.04397689375763534,0.002546762500626186,-0.04805341350115506,-0.002544175389910323
variation_039,1,916712.7020856332,Primary: Ca (88.0%),Low-frequency magnitude,-1.278920099269499e-06,8.548609767745504e-10,0.8802843180274383,1.746696320990342e-09,0.4744465401215734
variation_039,2,2766.9311321096825,Primary: Cb (88.0%),Mid-frequency phase,-0.0011032216154950147,0.00011881775966905833,-0.47444624850563777,5.754119539736008e-05,0.8802837739912878
variation_039,3,2.9460257948634316,Primary: Rsh (99.6%),High-frequency behavior,0.996038804466633,-0.07540842402775104,-0.0005257621495687246,-0.04710664836449545,0.0009781801253103553
variation_040,1,847914.8545835833,Primary: Ca (83.1%),Low-frequency magnitude,-1.4071286590433301e-06,2.9995523667166547e-09,0.8305312600656469,3.9367992798818025e-09,0.5569720155014869
variation_040,2,555.4051283071692,Primary: Cb (83.1%),Mid-frequency phase,-0.005520035176487423,0.00025660591054581976,0.5569634897322476,0.00023382982306050887,-0.8305185607763064
variation_040,3,3.194489361841301,Primary: Rsh (99.9%),High-frequency behavior,0.9989470961952094,-0.034737364743454124,0.0030812831907164485,-0.029452205246620844,-0.004592144798280475
variation_041,1,1119380.9452671409,Primary: Cb (90.1%),Low-frequency magnitude,-1.0447654361144372e-06,1.3729728300551062e-09,0.4333017498338182,3.7151336145839306e-10,0.9012489076774849
variation_041,2,3617.6931892818898,Primary: Ca (90.1%),Mid-frequency phase,-0.000816698610369644,4.016497417688188e-05,0.9012486020185068,9.418863907209583e-05,-0.4333016038261833
variation_041,3,3.135139521610868,Primary: Rsh (99.6%),High-frequency behavior,-0.9962201171986509,0.0440854566685966,-0.0007416667776040495,0.07484166088413674,0.0003554230192377062
variation_042,1,1112637.7958589112,Primary: Cb (70.7%),Low-frequency magnitude,-1.0451176521712252e-06,1.4871071256562235e-10,0.7070974194080499,-2.8741502025299003e-11,0.7071161428403284
variation_042,2,1349.2518349835666,Primary: Ca (70.7%),Mid-frequency phase,-0.002090478282257149,0.00024621964939302335,-0.7071145608877922,0.00021913529003154045,0.7070958344076318
variation_042,3,3.1906313965136643,Primary: Rsh (99.4%),High-frequency behavior,0.993659444215227,-0.0809376929497702,-0.001494286954606906,-0.07800979888391135,0.001495716030507993
variation_043,1,544980.4137988945,Primary: Ca (70.7%),Low-frequency magnitude,-2.1874318836808723e-06,4.808822757682096e-09,0.7071144650939677,6.115684519941329e-09,0.7070990971922444
variation_043,2,824.0329055080311,Primary: Cb (70.7%),Mid-frequency phase,-0.003915260628205407,0.00015990641650354137,0.7070936486259273,0.00019752687381009596,-0.7071090285240029
variation_043,3,2.8103491381172776,Primary: Rsh (99.9%),High-frequency behavior,0.9986431616559205,-0.03501647268853879,0.0027756020837845694,-0.0383443762902799,-0.002772572506161288
variation_044,1,1130584.7635726752,Primary: Ca (83.1%),Low-frequency magnitude,-1.033518967073818e-06,9.045851316284455e-10,0.8305124411156832,1.1397375559222338e-09,0.557000076437159
variation_044,2,4051.6256456536175,Primary: Cb (83.1%),Mid-frequency phase,-0.0007078458834710828,8.035622872804978e-05,-0.5569999351990267,4.2646308754809213e-05,0.8305122292095731
variation_044,3,3.2496777592949413,Primary: Rsh (99.6%),High-frequency behavior,0.9962235254067979,-0.07056253862142298,-0.00039628607747628475,-0.05058761902575248,0.0005927292812815495
variation_045,1,1030621.446873055,Primary: Cb (88.0%),Low-frequency magnitude,-1.119444957660832e-06,2.551632671255863e-10,0.47445265425212785,-2.466981442712745e-09,0.8802810226693848
variation_045,2,3026.21042890558,Primary: Ca (88.0%),Mid-frequency phase,-0.0009365588428194257,7.737430594802123e-05,0.8802806241689131,0.000145381445058742,-0.4744524406595199
variation_045,3,3.1131816491422546,Primary: Rsh (99.2%),High-frequency behavior,0.9921569932549804,-0.06878806680439335,0.0008365374976324597,-0.10436378994876781,-0.00044961438530279334
variation_046,1,847912.8336256236,Primary: Cb (83.1%),Low-frequency magnitude,-1.4057309901612716e-06,3.42340910527035e-09,0.5569793856740615,3.264619383594823e-09,0.8305263174229754
variation_046,2,535.7395887250175,Primary: Ca (83.1%),Mid-frequency phase,-0.005728624227017309,0.00021604306905080017,0.8305126301227526,0.00029268156383819,-0.5569702162000663
variation_046,3,3.1918826981609563,Primary: Rsh (99.9%),High-frequency behavior,0.9989399368914915,-0.028351542918494083,0.004767381863967492,-0.035808567199291874,-0.0031954784711870823
variation_047,1,1271738.1184880193,Primary: Cb (83.1%),Low-frequency magnitude,-9.133488341870519e-07,5.658626448758389e-10,0.556983723952875,-6.643087483949289e-10,0.8305234080089218
variation_047,2,1134.237855964188,Primary: Ca (83.1%),Mid-frequency phase,-0.00244607088655315,0.00023494163167505174,0.8305208579989066,0.0003150628664728141,-0.5569820164994534
variation_047,3,3.2820507909464363,Primary: Rsh (99.4%),High-frequency behavior,0.9938734809064227,-0.06884275342496556,0.0020556335499275318,-0.08642948636868691,-0.001377500843400744
variation_048,1,1259445.5871725022,Primary: Ca (90.1%),Low-frequency magnitude,-9.270934564212303e-07,-6.969654353387106e-10,0.9012494311540965,8.962530810596129e-10,0.43330066102367987
variation_048,2,3378.867342461126,Primary: Cb (90.1%),Mid-frequency phase,-0.0008745712296879462,0.0001147654700119235,-0.4333004925477078,5.4475471205619956e-05,0.9012490788591064
variation_048,3,3.079749185512587,Primary: Rsh (99.5%),High-frequency behavior,0.9945897110542473,-0.08877692173231978,-0.0003817590245145958,-0.05393686310680599,0.0007961727243763309
variation_049,1,1208220.3480633486,Primary: Cb (70.7%),Low-frequency magnitude,-9.813931273204965e-07,1.6776086434375863e-09,0.7071067811862072,1.6776083556041462e-09,0.7071067811862073
variation_049,2,4.372159834264252,Primary: Rsh (99.7%),Mid-frequency phase,-0.9965619565220369,0.058584412643850496,-6.917018045098913e-07,0.058584412664018946,-6.91703990067182e-07
variation_049,3,0.07451569335840075,Primary: Rb (70.5%),High-frequency behavior,0.08285087091881889,0.7046757169215656,5.551889062173665e-08,0.7046757177376444,5.612610789819705e-08
variation_050,1,595682.6679376476,Primary: Ca (79.9%),Low-frequency magnitude,-2.008752792841902e-06,4.844239606142974e-09,0.7993058879549816,4.594699243165973e-09,0.6009243691817332
variation_050,2,528.7485898258095,Primary: Cb (79.9%),Mid-frequency phase,-0.006228751534767251,0.0002912921489201778,-0.6009126820145754,0.00021913014738473118,0.7992903217099723
variation_050,3,2.772179828585978,Primary: Rsh (99.9%),High-frequency behavior,0.9988607527843917,-0.03668918607559706,-0.003747568773451467,-0.029869297438297488,0.00498808289222156
variation_051,1,989572.1374614335,Primary: Ca (83.1%),Low-frequency magnitude,-1.1986551991644494e-06,2.395604992715243e-09,0.8305232224112312,2.4559553470352197e-09,0.5569840006986092
