variation_id,Rsh,Ra,Ca,Rb,Cb,resnorm,condition_number,pc1_sensitivity,pc2_sensitivity,pc3_sensitivity,pc1_rsh_component,pc1_ra_component,pc1_ca_component,pc1_rb_component,pc1_cb_component,pc2_rsh_component,pc2_ra_component,pc2_ca_component,pc2_rb_component,pc2_cb_component,pc3_rsh_component,pc3_ra_component,pc3_ca_component,pc3_rb_component,pc3_cb_component
variation_025,27.606666666666666,4761.276666666667,2.02e-05,5262.463333333333,2.4666666666666665e-05,1.6697872112279255,163263695.39852962,1130823.2528109339,2798.0969203663685,3.1956460775383357,-1.0382951382417532e-06,1.1659322439756695e-09,0.830517633384988,1.4518826323743213e-09,0.5569923344495152,-0.001045424392109419,0.00010538267675694579,-0.5569920267798819,6.304212345412555e-05,0.8305171726771587,0.9966143938132156,-0.06605930264233519,-0.0005850586272204144,-0.048936816573737045,0.0008742246603856809
variation_026,31.06,4761.276666666667,3.36e-05,5262.463333333333,2.4666666666666665e-05,3.385397712156851,252506752.45270386,1031246.8913900553,1756.8922389063916,2.9364812141490155,-1.1333555962534177e-06,1.22139091032513e-09,0.4744409830390895,-6.07589112154306e-10,0.8802873131038628,-0.0017112681353274076,0.00012528835100430652,0.8802859967439841,0.00021100511359373834,-0.4744402757750344,0.994004121188437,-0.06124297125626008,0.0015214887423022517,-0.09056555781438427,-0.0008187440895076868
variation_027,31.06,5763.65,3.36e-05,5262.463333333333,2.4666666666666665e-05,3.3894615728623325,234204389.3034986,1031450.0539207931,3092.4398271315117,2.83789081926638,-1.136020169428876e-06,1.0572298885798639e-09,0.4744468077980197,-2.7705596304870796e-10,0.880284173758099,-0.0010015590044541976,6.008032507872871e-05,0.8802837235389102,0.00012222746388401454,-0.4744465664359205,0.9945571855647923,-0.05487066538913205,0.0008898257587241472,-0.08856745539289164,-0.0004783059070917988
variation_028,20.7,5763.65,2.913333333333333e-05,4260.09,2.913333333333333e-05,3.5101876257291584,228774644.68354344,628433.482581131,1311.5122794934705,2.925654030670555,-1.8989854738096486e-06,3.8730672996418524e-09,0.7071170607574521,5.458082882478762e-09,0.7070965014636518,-0.002434355324115148,9.126824265720537e-05,0.7070943946590589,0.00012393937155386587,-0.7071149604307883,0.9988055169336606,-0.03236087297236536,0.0017259043170868352,-0.036528958820382054,-0.00172327163752476
variation_029,31.06,4260.09,2.4666666666666665e-05,5262.463333333333,2.4666666666666665e-05,3.4816937232038665,158889457.00616345,1112809.3625932403,2450.405103687264,3.144511441531502,-1.0481795473087907e-06,5.105108371023712e-10,0.7070904803186505,1.5098439392354268e-10,0.7071230816778943,-0.0011709440621047403,0.00013728996419817382,-0.7071225868189076,0.00011016882891273189,0.7070899837466478,0.9940983058994773,-0.07942461545558456,-0.000835845143680865,-0.0738842946247911,0.0008372802481955328
variation_030,27.606666666666666,4260.09,2.02e-05,4761.276666666667,2.913333333333333e-05,1.4145143435723984,119424647.87267669,1119006.7464199143,4087.3983538746115,3.235178456683155,-1.0378415195537054e-06,-3.0826679976264686e-10,0.9012467459493223,1.1593033791440539e-09,0.4333062461062388,-0.0006970793953679689,9.108101433991724e-05,-0.433306139370365,3.8118731466787073e-05,0.9012465222764954,0.9955425517141787,-0.0811081473235966,-0.0003037672488449128,-0.04812485512644786,0.0006341992371443581
variation_031,24.153333333333332,5763.65,2.02e-05,5262.463333333333,2.4666666666666665e-05,1.6323565153387694,559642907.914377,989693.4096487119,717.8177624014722,3.098825864941291,-1.2021121108700252e-06,2.3519987228307537e-09,0.8305258453873434,2.6236907507690897e-09,0.5569800895383901,-0.004301336087467014,0.0002706281365413,-0.5569749100055904,0.00019807829427262444,0.8305181127811293,0.9983256469215178,-0.045313426220254464,-0.0024015408432255746,-0.035692993088478155,0.00358314790081893
variation_032,31.06,4260.09,2.02e-05,4761.276666666667,3.36e-05,3.4225765824056817,133107171.89222732,1275578.2494782065,5475.12133722555,3.1967510925245097,-8.990469567567753e-07,-3.821322613784302e-09,0.9404491737768368,2.2192104799063777e-10,0.33993433416125596,-0.000513564421324451,9.425788992531881e-05,-0.33993428810958903,2.941260837331817e-05,0.9404490450148595,0.9920396826934268,-0.11317474023314122,-0.00017652845062396806,-0.05521298662562929,0.0004909992572027703
variation_033,24.153333333333332,5763.65,3.36e-05,4761.276666666667,2.4666666666666665e-05,1.2216138402563002,242569552.1366863,802241.6468263771,2523.0213615596376,2.9008023347139926,-1.472920251426673e-06,2.447503481444913e-09,0.4744435856824322,2.706065514169041e-09,0.8802859103737987,0.0012510553996615676,-4.546762063431862e-05,-0.8802852150670052,-0.00010265166242215703,0.4744432130299219,-0.9977633010768896,0.03429299903112895,-0.0011060777096428243,0.05736556843403644,0.0005944677785932595
variation_034,27.606666666666666,4260.09,3.36e-05,4761.276666666667,2.4666666666666665e-05,1.2123464211424817,219480794.2287581,916516.1486804535,1467.313327943769,3.0467504671367958,-1.275635384323375e-06,2.1002322703331138e-09,0.47444018640847124,4.983343067589994e-10,0.8802877424564474,-0.0020133130611741834,0.00013133411596491306,0.880285928379744,0.00021932714728663692,-0.47443921161101654,0.995586914462023,-0.052918611358526775,0.001786155786856067,-0.07747387959378454,-0.0009612242543146838
