rank,resnorm,rsh_ohm,ra_ohm,ca_microf,rb_ohm,cb_microf,frequency_hz,real_ohm,imag_ohm,magnitude_ohm,phase_deg
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,0.1,3248.783610361597,-88.83068450082826,3249.9978211474263,-1.566234047475935
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,0.11497569953977356,3247.662875256096,-102.0539754751155,3249.265942521013,-1.7998600231278001
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,0.1321941148466029,3246.1867727306917,-117.21673021159003,3248.3023759024036,-2.067997855398736
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,0.1519911082952934,3244.2448672886535,-134.58880201520896,3247.0354024181293,-2.375576242787694
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,0.17475284000076838,3241.6940152486713,-154.47035926177037,3245.372271464325,-2.7281445997748794
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,0.20092330025650468,3238.349807222613,-177.19175705279295,3243.19385678781,-3.131911887281484
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,0.23101297000831597,3233.9765419580986,-203.11149596588058,3240.3485234969335,-3.5937694820183315
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,0.26560877829466867,3228.276000863907,-232.6114546218697,3236.645489789569,-4.121289878143407
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,0.30538555088334157,3220.8756957926867,-266.0885336725576,3231.848287822316,-4.7226929930922195
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,0.3511191734215131,3211.3178049743256,-303.942027657149,3225.6693570050634,-5.406774952800862
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,0.40370172585965547,3199.0505794977776,-346.5566296540648,3217.767255060914,-6.182803006746026
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,0.464158883361278,3183.424285769309,-394.2821341569158,3207.7482109014054,-7.060397279298613
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,0.533669923120631,3163.6931776045067,-447.4125895321637,3195.173320383916,-8.049445840263934
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,0.6135907273413173,3139.0228406220176,-506.16927360339656,3179.5709973968046,-9.160128039445075
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,0.7054802310718644,3108.4981482116527,-570.691963980057,3160.450925926028,-10.403134604872184
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,0.8111308307896873,3071.1219921527554,-641.0393739725048,3137.3112325154116,-11.790142085247604
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,0.9326033468832199,3025.7922154056337,-717.1907627245758,3109.6271675149087,-13.33449571950263
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,1.072267222010323,2971.2489494392566,-799.0281802092661,3076.811068673606,-15.05188295401843
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,1.232846739442066,2906.0005773272487,-886.2691671359781,3038.1429183042396,-16.960605379234117
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,1.4174741629268055,2828.2612613413567,-978.322652948517,2992.687249893718,-19.080992946853588
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,1.6297508346206444,2735.9559029766256,-1074.062595132677,2939.2286677452953,-21.433634702570295
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,1.8738174228603839,2626.856011473841,-1171.5517945947483,2876.266001682465,-24.03639866862839
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,2.1544346900318843,2498.8931035455735,-1267.7912885989156,2802.0994797463786,-26.90055544105787
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,2.4770763559917115,2350.6526538660273,-1358.6048557139623,2715.0276339472043,-30.026589864208162
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,2.848035868435802,2181.9839457910953,-1438.778241824881,2613.644346279496,-33.400456051512556
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,3.2745491628777286,1994.5803844541447,-1502.539707694163,2497.1937216097003,-36.99112352724686
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,3.7649358067924674,1792.3210529945043,-1544.3757264715452,2365.905987464811,-40.75024038595731
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,4.328761281083059,1581.168509259663,-1560.0326105118345,2221.2148929211676,-44.6144852006694
1,49.327018551922954,4216.965034285822,4216.965034285822,22.99316489133851,10000.0,22.99316489133851,4.977023564332112,1368.5319629228427,-1547.4211544459788,2065.766676749428,-48.51060721960214
